SKU,Product Name,Store Description,Price (CAD),Base Price (CAD),Surcharge Price (CAD),Line/Category,Availability,Product URL,Price Type,Updated UTC
UDR7-US,Dream Router 7,"Desktop 10G Cloud Gateway with integrated WiFi 7, PoE switch, microSD storage, and full UniFi application support.",431.00,400.00,431.00,Cloud Gateways,In Stock,https://ca.store.ui.com/ca/en/products/udr7,Exact,2026-08-21T06:26:29+00:00
UDW-US,Dream Wall,"Wall-mounted 10G Cloud Gateway with integrated WiFi 6, high-power PoE switching, and full UniFi application support.",1487.00,1379.00,1487.00,Cloud Gateways,In Stock,https://ca.store.ui.com/ca/en/products/udw,Exact,2026-08-21T06:26:29+00:00
EF-Core,Enterprise Firewall Core,"Enterprise-class 100 Gbps Cloud Gateway delivering 79 Gbps IDS/IPS, 22,500+ client capacity, and 5,000+ concurrent IPsec tunnels.",5415.00,5019.00,5415.00,Cloud Gateways,In Stock,https://ca.store.ui.com/ca/en/products/ef-core,Exact,2026-08-21T06:26:29+00:00
EFG,Enterprise Fortress Gateway,"25G Cloud Gateway with 500+ UniFi device / 5,000+ client support, 12.5 Gbps IPS routing, and complete high availability.",2879.00,2669.00,2879.00,Cloud Gateways,In Stock,https://ca.store.ui.com/ca/en/products/efg,Exact,2026-08-21T06:26:29+00:00
UX7-US,UniFi Express 7,"Mesh-scalable, super-compact 10G Cloud Gateway with integrated WiFi 7.",307.00,285.00,307.00,Cloud Gateways,In Stock,https://ca.store.ui.com/ca/en/products/ux7,Exact,2026-08-21T06:26:29+00:00
UA-Button,Access Button,Push-to-exit button designed for UniFi Access Hubs.,49.00,49.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-button,Exact,2026-08-21T06:26:29+00:00
UA-Card-B-10,Access Card,A pack of highly-secure NFC cards used for access control within UniFi.,43.00,43.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-card,Exact,2026-08-21T06:26:29+00:00
UA-Card-B-100,Access Card,A pack of highly-secure NFC cards used for access control within UniFi.,400.00,400.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-card,Exact,2026-08-21T06:26:29+00:00
UA-Card-W-10,Access Card,A pack of highly-secure NFC cards used for access control within UniFi.,43.00,43.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-card,Exact,2026-08-21T06:26:29+00:00
UA-Card-W-100,Access Card,A pack of highly-secure NFC cards used for access control within UniFi.,400.00,400.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-card,Exact,2026-08-21T06:26:29+00:00
UA-Hub-Door,Access Door Hub,A single-door mechanism that provides complete entry and exit control via connected Access Readers.,307.00,285.00,307.00,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-hub-door,Exact,2026-08-21T06:26:29+00:00
UA-Hub-Door-Mini,Access Door Hub Mini,Compact Access Control Hub for a single door.,193.00,179.00,193.00,Door Access,Out of Stock,https://ca.store.ui.com/ca/en/products/ua-hub-door-mini,Exact,2026-08-21T06:26:29+00:00
UACC-Lock-Bolt-Safe,Access Fail-Safe Bolt Lock,Fail-safe electric drop bolt lock.,140.00,140.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-lock-bolt-safe,Exact,2026-08-21T06:26:29+00:00
UACC-Lock-Strike-Safe-15mm,Access Fail-Safe Strike Lock (15 mm),Fail-safe electric strike lock that connects to a UniFi Access Hub.,129.00,129.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-lock-strike-safe-15mm,Exact,2026-08-21T06:26:29+00:00
UACC-Lock-Strike-Safe-8mm,Access Fail-Safe Strike Lock (8 mm),Fail-safe electric strike lock with 8 mm lock slot depth support.,129.00,129.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-lock-strike-safe-8mm,Exact,2026-08-21T06:26:29+00:00
UACC-Lock-Bolt-Secure,Access Fail-Secure Bolt Lock,Fail-secure electric drop bolt lock.,140.00,140.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-lock-bolt-secure,Exact,2026-08-21T06:26:29+00:00
UACC-Lock-Strike-Secure-15mm,Access Fail-Secure Strike Lock (15 mm),Fail-secure electric strike lock that connects to a UniFi Access Hub.,129.00,129.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-lock-strike-secure-15mm,Exact,2026-08-21T06:26:29+00:00
UACC-Lock-Strike-Secure-8mm,Access Fail-Secure Strike Lock (8 mm),Fail-secure electric strike lock with 8 mm lock slot depth support.,129.00,129.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-lock-strike-secure-8mm,Exact,2026-08-21T06:26:29+00:00
UA-G2,Access G2 Reader,Compact second-generation access reader.,199.00,199.00,,Door Access,Out of Stock,https://ca.store.ui.com/ca/en/products/ua-g2,Exact,2026-08-21T06:26:29+00:00
UA-G2-Black,Access G2 Reader,Compact second-generation access reader.,199.00,199.00,,Door Access,Out of Stock,https://ca.store.ui.com/ca/en/products/ua-g2,Exact,2026-08-21T06:26:29+00:00
UA-G2-Pro,Access G2 Reader Pro,"Second generation, indoor/outdoor NFC reader and intercom.",515.00,515.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g2-pro,Exact,2026-08-21T06:26:29+00:00
UA-G2-Pro-Black,Access G2 Reader Pro,"Second generation, indoor/outdoor NFC reader and intercom.",515.00,515.00,,Door Access,Out of Stock,https://ca.store.ui.com/ca/en/products/ua-g2-pro,Exact,2026-08-21T06:26:29+00:00
UA-G2-SK,Access G2 Starter Kit,"A simple, all-in-one kit for UniFi Access, designed to manage a single door with one reader. Supports seamless setup for modern, secure access control.",385.00,385.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g2-sk,Exact,2026-08-21T06:26:29+00:00
UA-G2-SK-Pro,Access G2 Starter Kit Pro,Starter kit that provides complete entry and exit control for a single door with two readers.,859.00,859.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g2-sk-pro,Exact,2026-08-21T06:26:29+00:00
UA-G3-SK-Elevator,Access G3 Elevator Starter Kit,Connects to in-elevator readers with PoE to authorize floor selection. Supports up to 18 floors with digital inputs for elevator car status and emergency.,1335.00,1335.00,,Door Access,Coming Soon,https://ca.store.ui.com/ca/en/products/ua-g3-sk-elevator,Exact,2026-08-21T06:26:29+00:00
UA-G3-Intercom,Access G3 Intercom,Indoor/outdoor intercom terminal for managing residential and commercial building entry requests with Touch Pass support.,685.00,685.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g3-intercom,Exact,2026-08-21T06:26:29+00:00
UA-G3-B,Access G3 Reader,Compact third-generation access reader with Touch Pass support.,220.00,220.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g3,Exact,2026-08-21T06:26:29+00:00
UA-G3-W,Access G3 Reader,Compact third-generation access reader with Touch Pass support.,220.00,220.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g3,Exact,2026-08-21T06:26:29+00:00
UA-G3-Fingerprint-B,Access G3 Reader Fingerprint,"Third-generation, indoor/outdoor NFC card reader with fingerprint, keypad and Touch Pass support.",229.00,229.00,,Door Access,Coming Soon,https://ca.store.ui.com/ca/en/products/ua-g3-fingerprint,Exact,2026-08-21T06:26:29+00:00
UA-G3-Fingerprint-W,Access G3 Reader Fingerprint,"Third-generation, indoor/outdoor NFC card reader with fingerprint, keypad and Touch Pass support.",229.00,229.00,,Door Access,Coming Soon,https://ca.store.ui.com/ca/en/products/ua-g3-fingerprint,Exact,2026-08-21T06:26:29+00:00
UA-G3-Flex-B,Access G3 Reader Flex,Third-generation NFC card reader with a keypad and Touch Pass support.,301.00,279.00,301.00,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g3-flex,Exact,2026-08-21T06:26:29+00:00
UA-G3-Flex-W,Access G3 Reader Flex,Third-generation NFC card reader with a keypad and Touch Pass support.,301.00,279.00,301.00,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g3-flex,Exact,2026-08-21T06:26:29+00:00
UA-G3-Pro-B,Access G3 Reader Pro,"Third-generation, indoor/outdoor NFC reader and intercom with Touch Pass support.",520.00,520.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g3-pro,Exact,2026-08-21T06:26:29+00:00
UA-G3-Pro-W,Access G3 Reader Pro,"Third-generation, indoor/outdoor NFC reader and intercom with Touch Pass support.",520.00,520.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g3-pro,Exact,2026-08-21T06:26:29+00:00
UA-G3-SK,Access G3 Starter Kit,"A simple, all-in-one kit for UniFi Access, designed to manage a single door with one reader. Supports seamless setup and Touch Pass for modern, secure access control.",409.00,409.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g3-sk,Exact,2026-08-21T06:26:29+00:00
UA-Hub-Gate,Access Gate Hub,An advanced Gate Hub enabling seamless gate access control via connected Access readers or Intercom.,431.00,400.00,431.00,Door Access,Out of Stock,https://ca.store.ui.com/ca/en/products/ua-hub-gate,Exact,2026-08-21T06:26:29+00:00
UA-Intercom,Access Intercom,Indoor/outdoor intercom terminal for managing residential and commercial building entry requests.,529.00,529.00,,Door Access,Out of Stock,https://ca.store.ui.com/ca/en/products/ua-intercom,Exact,2026-08-21T06:26:29+00:00
UACC-Intercom-FM,Access Intercom Flush Mount,UniFi Access Intercom flush mount accessory.,65.00,65.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-intercom-fm,Exact,2026-08-21T06:26:29+00:00
UACC-Intercom-Sunshield,Access Intercom Sunshield,UniFi Access Intercom sunshield accessory.,65.00,65.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-intercom-sunshield,Exact,2026-08-21T06:26:29+00:00
UACC-Intercom-SAM,Access Intercom Surface Angle Mount,UniFi Access Intercom surface angle mount accessory.,65.00,65.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-intercom-sam,Exact,2026-08-21T06:26:29+00:00
UA-Intercom-Viewer,Access Intercom Viewer,Display that works with Intercom and Reader Pro for visitor screening and remote access control.,215.00,215.00,,Door Access,Out of Stock,https://ca.store.ui.com/ca/en/products/ua-intercom-viewer,Exact,2026-08-21T06:26:29+00:00
UA-Intercom-Viewer-3,Access Intercom Viewer,Display that works with Intercom and Reader Pro for visitor screening and remote access control.,645.00,645.00,,Door Access,Out of Stock,https://ca.store.ui.com/ca/en/products/ua-intercom-viewer,Exact,2026-08-21T06:26:29+00:00
UACC-Junction-Utility,Access Junction Utility,"An indoor/outdoor enclosure designed for UniFi Access Hubs, switches, and accessories.",170.00,170.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-junction-utility,Exact,2026-08-21T06:26:29+00:00
UACC-Lock-Magnetic-270kg,Access Magnetic Lock,Fail-safe magnetic lock for inswing and outswing doors that connects to a UniFi Access Hub.,199.00,199.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-lock-magnetic,Exact,2026-08-21T06:26:29+00:00
UACC-Lock-Magnetic-540kg,Access Magnetic Lock,Fail-safe magnetic lock for inswing and outswing doors that connects to a UniFi Access Hub.,269.00,269.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-lock-magnetic,Exact,2026-08-21T06:26:29+00:00
UA-Pocket,Access Pocket Keyfob,A pack of (10) highly-secure NFC keyfobs used for access control within UniFi.,135.00,135.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-pocket,Exact,2026-08-21T06:26:29+00:00
UACC-Reader-JB-B,Access Reader Junction Box,"Junction box for UniFi Access Readers and Intercom Viewers that support flat surface mounting and attachment to 3/4"" conduit.",39.00,39.00,,Door Access,Out of Stock,https://ca.store.ui.com/ca/en/products/uacc-reader-jb,Exact,2026-08-21T06:26:29+00:00
UACC-Reader-JB-W,Access Reader Junction Box,"Junction box for UniFi Access Readers and Intercom Viewers that support flat surface mounting and attachment to 3/4"" conduit.",39.00,39.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-reader-jb,Exact,2026-08-21T06:26:29+00:00
UACC-Reader-Pro-AM-B,Access Reader Pro Angle Mount,Angled mounting accessory for UniFi Professional Access Readers.,39.00,39.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-reader-pro-am,Exact,2026-08-21T06:26:29+00:00
UACC-Reader-Pro-AM-W,Access Reader Pro Angle Mount,Angled mounting accessory for UniFi Professional Access Readers.,39.00,39.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-reader-pro-am,Exact,2026-08-21T06:26:29+00:00
UACC-Reader-Pro-JB-B,Access Reader Pro Junction Box,"Junction box for UniFi Professional Access Readers and Doorbells that supports flat surface mounting and attachment to 3/4"" conduit.",39.00,39.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-reader-pro-jb,Exact,2026-08-21T06:26:29+00:00
UACC-Reader-Pro-JB-W,Access Reader Pro Junction Box,"Junction box for UniFi Professional Access Readers and Doorbells that supports flat surface mounting and attachment to 3/4"" conduit.",39.00,39.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-reader-pro-jb,Exact,2026-08-21T06:26:29+00:00
UA-Rescue,Access Rescue KeySwitch,Keyed emergency override for your Access Hub.,115.00,115.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-rescue,Exact,2026-08-21T06:26:29+00:00
UA-Retrofit-Hub-2,Access Retrofit Hub,DC-powered hub that supports Wiegand and OSDP readers and provides entry and exit control for up to two doors.,354.00,329.00,354.00,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-retrofit-hub-2,Exact,2026-08-21T06:26:29+00:00
UA-Retrofit-Reader-B,Access Retrofit Reader,"Indoor/outdoor OSDP reader with NFC Card and Touch Pass support, compatible with the UniFi Retrofit Hub using existing cabling.",229.00,229.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-retrofit-reader,Exact,2026-08-21T06:26:29+00:00
UA-Retrofit-Reader-W,Access Retrofit Reader,"Indoor/outdoor OSDP reader with NFC Card and Touch Pass support, compatible with the UniFi Retrofit Hub using existing cabling.",229.00,229.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-retrofit-reader,Exact,2026-08-21T06:26:29+00:00
UA-Retrofit-Reader-Fingerprint-B,Access Retrofit Reader Fingerprint,"Indoor/outdoor OSDP reader with fingerprint, keypad and Touch Pass support, compatible with the UniFi Retrofit Hub using existing cabling.",229.00,229.00,,Door Access,Coming Soon,https://ca.store.ui.com/ca/en/products/ua-retrofit-reader-fingerprint,Exact,2026-08-21T06:26:29+00:00
UA-Retrofit-Reader-Fingerprint-W,Access Retrofit Reader Fingerprint,"Indoor/outdoor OSDP reader with fingerprint, keypad and Touch Pass support, compatible with the UniFi Retrofit Hub using existing cabling.",229.00,229.00,,Door Access,Coming Soon,https://ca.store.ui.com/ca/en/products/ua-retrofit-reader-fingerprint,Exact,2026-08-21T06:26:29+00:00
UA-Ultra,Access Ultra,"An access reader with a built-in hub for complete, single-door entry control from one device.",188.00,175.00,188.00,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-ultra,Exact,2026-08-21T06:26:29+00:00
UACC-DoorCloser-US,Door Closer,A mechanical door closer that ensures controlled closure for safety and convenience.,185.00,185.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-doorcloser-us,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-DoorLockRelay-1P,Door Lock Relay Cable,"A 500-foot (152.4 m) spool of one or two-pair, low-voltage cable.",175.00,175.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-doorlockrelay,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-DoorLockRelay-2P,Door Lock Relay Cable,"A 500-foot (152.4 m) spool of one or two-pair, low-voltage cable.",215.00,215.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-doorlockrelay,Exact,2026-08-21T06:26:29+00:00
EAH-8,Enterprise Access Hub,Enterprise-grade access hub with entry and exit control up to eight doors and battery backup support.,1487.00,1379.00,1487.00,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/eah-8,Exact,2026-08-21T06:26:29+00:00
UA-G3-SK-Gate,G3 Gate Access Starter Kit,"Starter kit with a Gate Hub, G3 Intercom, PoE++ adapter, and PoE++ over twisted pair extender for access control at a single gate with Touch Pass support.",1109.00,1109.00,,Door Access,Out of Stock,https://ca.store.ui.com/ca/en/products/ua-g3-sk-gate,Exact,2026-08-21T06:26:29+00:00
UA-G3-SK-Pro,G3 Starter Kit Pro,Starter kit that provides complete entry and exit control for a single door with two readers and Touch Pass support.,819.00,819.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/ua-g3-sk-pro,Exact,2026-08-21T06:26:29+00:00
UA-SK-Gate,Gate Access Starter Kit,Control a vehicle gate using the connected Intercom and authorize gate access with License Plate Unlock when paired with a compatible Protect AI camera.,1005.00,1005.00,,Door Access,Out of Stock,https://ca.store.ui.com/ca/en/products/ua-sk-gate,Exact,2026-08-21T06:26:29+00:00
UACC-Intercom-Viewer-TS,Intercom Viewer Table Stand,Metal table stand for Intercom Viewer.,39.00,39.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-intercom-viewer-ts,Exact,2026-08-21T06:26:29+00:00
UACC-Intercom-WM,Intercom Wedge Mount,20° inward angle mounting accessory for Intercom that provides an enhanced camera viewing angle.,70.00,70.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-intercom-wm,Exact,2026-08-21T06:26:29+00:00
UACC-PanicBar,Panic Bar,"A single-latched bar installed on emergency exit doors, allowing quick and easy egress by pushing the bar to open the door during emergencies.",570.00,570.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-panicbar,Exact,2026-08-21T06:26:29+00:00
UACC-Retrofit-PoE-2Wire,PoE Over 2-Wire Retrofit Extender,"A pair of extenders that extends PoE over twisted-pair or coaxial cables, ideal for retrofit scenarios.",151.00,140.00,151.00,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-retrofit-poe-2wire,Exact,2026-08-21T06:26:29+00:00
UVC-G6-Entry,Reader G6 Entry,"An intelligent door entry system with native UniFi Protect and UniFi Access integration, including enhanced two-way audio.",355.00,355.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g6-entry,Exact,2026-08-21T06:26:29+00:00
UVC-G6-Pro-Entry,Reader G6 Pro Entry,"An intelligent door entry system with native UniFi Protect and UniFi Access integration with a 12MP camera, two-way audio, and a 3"" touch display.",545.00,545.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uvc-g6-pro-entry,Exact,2026-08-21T06:26:29+00:00
UACC-Retrofit-PSU-12V,Retrofit PSU 12V,"12V power supply with optional SLA backup battery support, compatible with the UniFi Retrofit Hub.",115.00,115.00,,Door Access,In Stock,https://ca.store.ui.com/ca/en/products/uacc-retrofit-psu-12v,Exact,2026-08-21T06:26:29+00:00
UT-ATA-US,Analog Telephone Adapter,Easy-to-deploy adapter for managing analog telephones and fax machines with UniFi Talk.,149.00,139.00,149.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/ut-ata,Exact,2026-08-21T06:26:29+00:00
UC-Cast-Lite-US,Display Cast Lite,Digital signage player designed for media playback on HDMI displays.,275.00,255.00,275.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/uc-cast-lite,Exact,2026-08-21T06:26:29+00:00
UC-Cast-Pro,Display Cast Pro,"Managed digital signage player for HDMI displays with media content playback, web mode, and USB-C peripheral support.",431.00,400.00,431.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/uc-cast-pro,Exact,2026-08-21T06:26:29+00:00
EAV-Bridge,Enterprise Audio/Video Bridge,PoE+ powered AV-over-IP transceiver that bridges 4K60 HDMI and professional XLR audio as either a source or destination.,429.00,429.00,,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/eav-bridge,Exact,2026-08-21T06:26:29+00:00
ENAS,Enterprise NAS,"3U rack-mount NAS with sixteen 3.5""/2.5"" SATA bays, dual 25 Gbps SFP28 and 10 GbE RJ45 ports, hot-swappable M.2 NVMe support, front magnetic I/O, Mini-SAS HD expansion, and redundant CRPS power for scalable, high-performance storage deployments.",6188.00,5735.00,6188.00,Integrations,Out of Stock,https://ca.store.ui.com/ca/en/products/enas,Exact,2026-08-21T06:26:29+00:00
UC-EV-Station-Lite-US,EV Station Lite,"Weatherproof, 11 kW Level 2 electric vehicle charging station with flexible access control designed for scalable deployment.",771.00,715.00,771.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/uc-ev-station-lite,Exact,2026-08-21T06:26:29+00:00
UC-EV-Station-Pro-US,EV Station Pro,"Weatherproof, 11 kW Level 2 electric vehicle charging station with an ultra-bright 10.1"" touch display, flexible access control, and payment terminal accessory support.",1790.00,1659.00,1790.00,Integrations,Out of Stock,https://ca.store.ui.com/ca/en/products/uc-ev-station-pro,Exact,2026-08-21T06:26:29+00:00
UT-G3-Handset,G3 Wireless Handset,"Wireless handset which supports clear, high-quality audio for G3 Touch Phones.",151.00,140.00,151.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/ut-g3-handset,Exact,2026-08-21T06:26:29+00:00
UMR-Industrial-US,Mobile Router Industrial,"Compact, ruggedized, and carrier unlocked LTE Cat 4 mobile WiFi router designed for indoor/outdoor IoT applications.",285.00,265.00,285.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/umr-industrial-us,Exact,2026-08-21T06:26:29+00:00
UMR-Ultra-US,Mobile Router Ultra,"Ultra-compact managed LTE mobile router for IoT applications with integrated LTE, wired WAN, WiFi, automatic failover, and DC power input support.",182.00,169.00,182.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/umr-ultra-us,Exact,2026-08-21T06:26:29+00:00
UTP-Touch-U,Phone G2 Touch,Versatile desktop smartphone that eliminates the learning curve.,269.00,269.00,,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/utp-touch,Exact,2026-08-21T06:26:29+00:00
UTP-Touch-White,Phone G2 Touch,Versatile desktop smartphone that eliminates the learning curve.,269.00,269.00,,Integrations,Out of Stock,https://ca.store.ui.com/ca/en/products/utp-touch,Exact,2026-08-21T06:26:29+00:00
UTP-TouchMax-U,Phone G2 Touch Max,Premium desktop smartphone that delivers the ultimate user experience.,429.00,429.00,,Integrations,Out of Stock,https://ca.store.ui.com/ca/en/products/utp-touchmax-u,Exact,2026-08-21T06:26:29+00:00
UTP-TouchMax-White-U,Phone G2 Touch Max,Premium desktop smartphone that delivers the ultimate user experience.,429.00,429.00,,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/utp-touchmax-u,Exact,2026-08-21T06:26:29+00:00
UTP-G3-Touch-Enterprise,Phone G3 Touch Enterprise,"Next-generation premium desktop smartphone for UniFi Talk, featuring a 7"" touch display and seamless integration with UniFi applications.",462.00,429.00,462.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/utp-g3-touch-enterprise,Exact,2026-08-21T06:26:29+00:00
UTP-G3-Touch-Pro,Phone G3 Touch Pro,"Next-generation desktop smartphone for UniFi Talk, featuring a 5"" touch display and seamless integration with UniFi applications.",307.00,285.00,307.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/utp-g3-touch-pro,Exact,2026-08-21T06:26:29+00:00
UTP-G3-Touch-Wall,Phone G3 Touch Wall,"Next-generation wall-mountable smartphone for UniFi Talk, featuring a 7"" touch display and seamless integration with UniFi applications.",615.00,570.00,615.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/utp-g3-touch-wall,Exact,2026-08-21T06:26:29+00:00
USP-PDU-HD,Power Distribution Hi-Density,"Power distribution unit designed to support large, rack-mounted UniFi hardware deployments.",1487.00,1379.00,1487.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/usp-pdu-hd,Exact,2026-08-21T06:26:29+00:00
USP-PDU-Pro,Power Distribution Pro,Designed to supply power to an entire rack-mounted UniFi system and remotely manage each connection.,408.00,379.00,408.00,Integrations,Out of Stock,https://ca.store.ui.com/ca/en/products/usp-pdu-pro,Exact,2026-08-21T06:26:29+00:00
USP-RPS,Redundant Power,950W redundant power supply for rack-mounted UniFi devices.,592.00,549.00,592.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/usp-rps,Exact,2026-08-21T06:26:29+00:00
UNAS-2-B,UNAS 2,"UniFi Network Attached Storage with (2) 3.5"" HDD bays, 2.5 GbE networking, USB-C connectivity, and an included PoE++ adapter, all in a compact footprint.",307.00,285.00,307.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/unas-2,Exact,2026-08-21T06:26:29+00:00
UNAS-2-W,UNAS 2,"UniFi Network Attached Storage with (2) 3.5"" HDD bays, 2.5 GbE networking, USB-C connectivity, and an included PoE++ adapter, all in a compact footprint.",307.00,285.00,307.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/unas-2,Exact,2026-08-21T06:26:29+00:00
UNAS-4-B,UNAS 4,"UniFi Network Attached Storage with (4) 2.5/3.5"" HDD bays, (2) M.2 NVMe SSD cache slots, 2.5 GbE networking, USB-C connectivity, and an included PoE+++ adapter, all in a compact footprint.",588.00,545.00,588.00,Integrations,Coming Soon,https://ca.store.ui.com/ca/en/products/unas-4,Exact,2026-08-21T06:26:29+00:00
UNAS-4-W,UNAS 4,"UniFi Network Attached Storage with (4) 2.5/3.5"" HDD bays, (2) M.2 NVMe SSD cache slots, 2.5 GbE networking, USB-C connectivity, and an included PoE+++ adapter, all in a compact footprint.",588.00,545.00,588.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/unas-4,Exact,2026-08-21T06:26:29+00:00
UNAS-Pro,UNAS Pro,"2U rack-mount NAS with (7) 2.5/3.5"" drive bays and 10 Gbps performance designed for large-scale file storage and sharing.",771.00,715.00,771.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/unas-pro,Exact,2026-08-21T06:26:29+00:00
UNAS-Pro-4,UNAS Pro 4,"1U rack-mount NAS with (4) 2.5/3.5"" HDD bays and (2) M.2 NVMe SSD cache slots, delivering faster access, lower latency, and high-availability 10 Gbps networking for large-scale file storage and sharing.",771.00,715.00,771.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/unas-pro-4,Exact,2026-08-21T06:26:29+00:00
UNAS-Pro-8,UNAS Pro 8,"2U rack-mount NAS with (8) 2.5/3.5"" HDD bays and (2) M.2 NVMe SSD cache slots, delivering faster access, lower latency, and high-availability 10 Gbps networking for large-scale file storage and sharing.",1235.00,1145.00,1235.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/unas-pro-8,Exact,2026-08-21T06:26:29+00:00
U5G-US,UniFi 5G Backup,Compact PoE-powered 5G RedCap antenna delivering automatic internet backup.,140.00,140.00,,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/u5g-ca,Exact,2026-08-21T06:26:29+00:00
U5G-Max,UniFi 5G Max,"A high-performance 5G (3.4 Gbps) modem for any Unifi deployment. Instantly adopt through any UniFi PoE port, it delivers automatic setup, dual SIM/eSIM, and seamless failover.",615.00,570.00,615.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/u5g-max-ca,Exact,2026-08-21T06:26:29+00:00
U5G-Max-Outdoor,UniFi 5G Max Outdoor,"A full-performance 5G (3.4 Gbps) modem for UniFi consoles and Cloud Gateways, designed for outdoor use with directional antennas, remote SIM*, and dual SIM for seamless failover.",615.00,570.00,615.00,Integrations,In Stock,https://ca.store.ui.com/ca/en/products/u5g-max-outdoor-ca,Exact,2026-08-21T06:26:29+00:00
