SKU,Product Name,Store Description,Price (CAD),Base Price (CAD),Surcharge Price (CAD),Line/Category,Availability,Product URL,Price Type,Updated UTC
UACC-OFC-S2-LULU-15M,OS2 Duplex LC UPC Fiber Patch Cable,Lightweight fiber patch cable for up to 100G connections.,27.00,27.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-s2-lulu,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-S2-LULU-1M,OS2 Duplex LC UPC Fiber Patch Cable,Lightweight fiber patch cable for up to 100G connections.,6.80,6.80,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-s2-lulu,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-S2-LULU-1M-50,OS2 Duplex LC UPC Fiber Patch Cable,Lightweight fiber patch cable for up to 100G connections.,255.00,255.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-s2-lulu,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-S2-LULU-30M,OS2 Duplex LC UPC Fiber Patch Cable,Lightweight fiber patch cable for up to 100G connections.,40.00,40.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-s2-lulu,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-S2-LULU-3M,OS2 Duplex LC UPC Fiber Patch Cable,Lightweight fiber patch cable for up to 100G connections.,9.50,9.50,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-s2-lulu,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-S2-LULU-3M-50,OS2 Duplex LC UPC Fiber Patch Cable,Lightweight fiber patch cable for up to 100G connections.,385.00,385.00,,Accessories,Out of Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-s2-lulu,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-S2-LULU-5M,OS2 Duplex LC UPC Fiber Patch Cable,Lightweight fiber patch cable for up to 100G connections.,12.00,12.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-s2-lulu,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-SA-MPMP-0.5M,OS2 MPO-12 APC Fiber Patch Cable,Indoor OS2 single-mode fiber patch cable with MPO-12 Type B APC connectors designed for 100G applications.,95.00,95.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-sa-mpmp,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-SA-MPMP-0.5M-10,OS2 MPO-12 APC Fiber Patch Cable,Indoor OS2 single-mode fiber patch cable with MPO-12 Type B APC connectors designed for 100G applications.,845.00,845.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-sa-mpmp,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-SA-MPMP-10M,OS2 MPO-12 APC Fiber Patch Cable,Indoor OS2 single-mode fiber patch cable with MPO-12 Type B APC connectors designed for 100G applications.,115.00,115.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-sa-mpmp,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-SA-MPMP-1M,OS2 MPO-12 APC Fiber Patch Cable,Indoor OS2 single-mode fiber patch cable with MPO-12 Type B APC connectors designed for 100G applications.,90.00,90.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-sa-mpmp,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-SA-MPMP-1M-10,OS2 MPO-12 APC Fiber Patch Cable,Indoor OS2 single-mode fiber patch cable with MPO-12 Type B APC connectors designed for 100G applications.,859.00,859.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-sa-mpmp,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-SA-MPMP-3M,OS2 MPO-12 APC Fiber Patch Cable,Indoor OS2 single-mode fiber patch cable with MPO-12 Type B APC connectors designed for 100G applications.,99.00,99.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-sa-mpmp,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-SA-MPMP-3M-10,OS2 MPO-12 APC Fiber Patch Cable,Indoor OS2 single-mode fiber patch cable with MPO-12 Type B APC connectors designed for 100G applications.,875.00,875.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-sa-mpmp,Exact,2026-08-21T06:26:29+00:00
UACC-OFC-SA-MPMP-5M,OS2 MPO-12 APC Fiber Patch Cable,Indoor OS2 single-mode fiber patch cable with MPO-12 Type B APC connectors designed for 100G applications.,105.00,105.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-ofc-sa-mpmp,Exact,2026-08-21T06:26:29+00:00
UACC-UK-Ultra-Panel-Antenna,Panel Antenna Ultra,"Sleek, clip-on external antenna for the Swiss Army Knife that provides 90-degree directional, extended range coverage.",50.00,50.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-uk-ultra-panel-antenna,Exact,2026-08-21T06:26:29+00:00
UACC-PoE+-USBC,PoE Integrated AC Adapter,"AC adapter with integrated PoE+ that powers a UniFi Cloud Gateway via USB-C while delivering up to 30W PoE+ to a connected device—ideal for adding PoE output or supporting a UniFi 5G backup, with flexible wall, DIN rail, or floating mount options.",70.00,70.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-poe-plus-usbc,Exact,2026-08-21T06:26:29+00:00
UACC-Pro-Max-16-RM,Pro Max 16 Rack Mount,1U rack-mount accessory for Pro Max 16 switches.,65.00,65.00,,Accessories,Out of Stock,https://ca.store.ui.com/ca/en/products/uacc-pro-max-16-rm,Exact,2026-08-21T06:26:29+00:00
UACC-Rack-Ear-1U,Rack Ear Kit,Replacement rack ears for UniFi 1U or 2U rack-mount devices with included SnapMount Rack inserts and screws.,13.00,13.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rack-ear,Exact,2026-08-21T06:26:29+00:00
UACC-Rack-Ear-2U,Rack Ear Kit,Replacement rack ears for UniFi 1U or 2U rack-mount devices with included SnapMount Rack inserts and screws.,21.00,21.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rack-ear,Exact,2026-08-21T06:26:29+00:00
UACC-Rack-Panel-Blank-1U,Rack Mount OCD Panels,"Standalone insert that can be easily installed into an existing network equipment rack to create a clean, uniform aesthetic.",25.00,25.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rack-panel-ocd,Exact,2026-08-21T06:26:29+00:00
UACC-Rack-Panel-Blank-2U,Rack Mount OCD Panels,"Standalone insert that can be easily installed into an existing network equipment rack to create a clean, uniform aesthetic.",40.00,40.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rack-panel-ocd,Exact,2026-08-21T06:26:29+00:00
UACC-Rack-Panel-Brush-1U,Rack Mount OCD Panels,"Standalone insert that can be easily installed into an existing network equipment rack to create a clean, uniform aesthetic.",55.00,55.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rack-panel-ocd,Exact,2026-08-21T06:26:29+00:00
UACC-Rack-Panel-Vented-1U,Rack Mount OCD Panels,"Standalone insert that can be easily installed into an existing network equipment rack to create a clean, uniform aesthetic.",40.00,40.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rack-panel-ocd,Exact,2026-08-21T06:26:29+00:00
UACC-Rack-Panel-Vented-2U,Rack Mount OCD Panels,"Standalone insert that can be easily installed into an existing network equipment rack to create a clean, uniform aesthetic.",55.00,55.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rack-panel-ocd,Exact,2026-08-21T06:26:29+00:00
UACC-RJ45-Cover,"RJ45 Dust Cover, 24-Pack",24-pack of protective inserts that keep dust and debris out of unused RJ45 ports.,25.00,25.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rj45-cover,Exact,2026-08-21T06:26:29+00:00
UACC-RJ45-Coupler-C6A,"RJ45 Inline Coupler Indoor, 10-Pack","Compact, inline RJ45 coupler with shielding for ethernet cable extension.",41.00,41.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rj45-coupler-c6a,Exact,2026-08-21T06:26:29+00:00
UACC-RJ45-Coupler-C6A-Outdoor,"RJ45 Inline Coupler Outdoor, 2-Pack","Compact, weatherproof RJ45 coupler for extending Ethernet cables in outdoor installations.",27.00,27.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rj45-coupler-c6a-outdoor,Exact,2026-08-21T06:26:29+00:00
UACC-CM-RJ45-1G,SFP to RJ45 Adapter,SFP to RJ45 transceiver that supports 1G connections up to 100 m.,25.00,25.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/rj45-to-sfp-module,Exact,2026-08-21T06:26:29+00:00
UACC-SFP-Wizard,SFP Wizard,"Instantly reprogram, test, and unlock universal compatibility for every optical module — with full diagnostics and OTA updates built in.",70.00,70.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-sfp-wizard,Exact,2026-08-21T06:26:29+00:00
UACC-CM-RJ45-MG,SFP+ to RJ45 Adapter,SFP+ to RJ45 transceiver module that supports 10G connections up to 100 m.,85.00,85.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cm-rj45-mg,Exact,2026-08-21T06:26:29+00:00
USP-Cable,SmartPower Cable,A cable used to deliver redundant power from an associated SmartPower device.,40.00,40.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/unifi-smartpower-cable,Exact,2026-08-21T06:26:29+00:00
UACC-Rack-PM-Kit,"SnapMount Rack Kit, 20-Pack",1U snap-in inserts with two vertically aligned cage nuts designed to ensure uniform rack installations.,65.00,65.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rack-pm-kit,Exact,2026-08-21T06:26:29+00:00
UACC-UK-Ultra-Omni-Antenna-AO,Swiss Army Knife Omni Antenna,"Antenna accessory that provides omnidirectional, extended range coverage for Swiss Army Knife Ultra.",21.00,21.00,,Accessories,Out of Stock,https://ca.store.ui.com/ca/en/products/uacc-uk-ultra-omni-antenna-ao,Exact,2026-08-21T06:26:29+00:00
UACC-UK-Ultra-TS,Swiss Army Knife Table Stand,Table stand accessory for Swiss Army Knife Ultra.,21.00,21.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-uk-ultra-ts,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-UHS-1M,Thin HDMI Cable,Ultra-thin high-speed HDMI cable designed for professional A/V and camera streaming with Ubiquiti devices.,25.00,25.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-uhs,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-UHS-2M,Thin HDMI Cable,Ultra-thin high-speed HDMI cable designed for professional A/V and camera streaming with Ubiquiti devices.,41.00,41.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-uhs,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-UHS-5M,Thin HDMI Cable,Ultra-thin high-speed HDMI cable designed for professional A/V and camera streaming with Ubiquiti devices.,70.00,70.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-uhs,Exact,2026-08-21T06:26:29+00:00
U-Rack-6U-TL,Toolless Mini Rack,"Compact, stackable, and toolless 6U open-frame rack designed for UniFi rack-mount devices.*",409.00,409.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/toolless-mini-rack,Exact,2026-08-21T06:26:29+00:00
UACC-Rack-Shelf-TL,Toolless Mini Rack Shelf (Fixed),Fixed shelf accessory for installing non-rack-mountable devices in the toolless mini rack.,65.00,65.00,,Accessories,Out of Stock,https://ca.store.ui.com/ca/en/products/uacc-rack-shelf-tl,Exact,2026-08-21T06:26:29+00:00
UACC-Rack-Shelf-TL-SD,Toolless Mini Rack Shelf (Sliding),Sliding shelf accessory for installing non-rack-mountable devices in the toolless mini rack.,70.00,70.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rack-shelf-tl-sd,Exact,2026-08-21T06:26:29+00:00
UACC-Rack-Stacking-Kit,Toolless Mini Rack Stacking Kit,Easy-to-install accessory set that connects two Toolless Mini Racks to create a 12U network rack.,80.00,80.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-rack-stacking-kit,Exact,2026-08-21T06:26:29+00:00
UACC-U7-Pro-Wall-Cover,U7 Pro Wall Paintable Cover,Cover for U7 Pro Wall that can be painted for a customized appearance.,39.00,39.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-u7-pro-wall-cover,Exact,2026-08-21T06:26:29+00:00
UACC-U7-Pro-Wall-FM,U7 Pro Wall Paintable Flush Mount,"Paintable mounting kit for the U7 Pro Wall that enables near-invisible, recessed installation.",55.00,55.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-u7-pro-wall-fm,Exact,2026-08-21T06:26:29+00:00
UACC-U7-Pro-Wall-TS,U7 Pro Wall Table Stand,"Lightweight, aluminum table stand for the U7 Pro Wall.",55.00,55.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-u7-pro-wall-ts,Exact,2026-08-21T06:26:29+00:00
UACC-U7-Pro-XG-Wall-FM,U7 Pro XG Wall Flush Mount,Flush mount accessory for U7 Pro XG Wall access points.,55.00,55.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-u7-pro-xg-wall-fm,Exact,2026-08-21T06:26:29+00:00
UACC-U7-Pro-XG-Wall-Cover,U7 Pro XG Wall Paintable Cover,Cover for U7 Pro XG Wall that can be painted for a customized appearance.,41.00,41.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-u7-pro-xg-wall-cover,Exact,2026-08-21T06:26:29+00:00
UACC-U7-Pro-XG-Wall-TS,U7 Pro XG Wall Table Stand,Table stand accessory for U7 Pro XG Wall access points.,55.00,55.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-u7-pro-xg-wall-ts,Exact,2026-08-21T06:26:29+00:00
UACC-PoE++-10G,UniFi 10G PoE++ Adapter (60W),"An adapter that can power UniFi PoE++ devices, reduce dependency on PoE switch power, and provide a Multi-Gigabit LAN connection.",55.00,55.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-poe-plus-plus-10g,Exact,2026-08-21T06:26:29+00:00
UACC-PoE+++-10G,UniFi 10G PoE+++ Adapter (90W),"An adapter that can power UniFi PoE+++ devices, reduce dependency on PoE switch power, and provide a Multi-Gigabit LAN connection.",70.00,70.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-poe-10g,Exact,2026-08-21T06:26:29+00:00
UACC-PoE+-2.5G,UniFi 2.5G PoE+ Adapter (30W),"An adapter that can power UniFi PoE+ devices, reduce dependency on PoE switch power, and provide a Multi-Gigabit LAN connection.",27.00,27.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-poe-plus-2-5g,Exact,2026-08-21T06:26:29+00:00
UACC-3U-Bezel,UniFi 3U Bezel,"Faceplate that integrates with ENVR and ENAS to provide a 4.7"" touch display and LED illumination.",429.00,429.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-3u-bezel,Exact,2026-08-21T06:26:29+00:00
UACC-3U-Bezel-Lite,UniFi 3U Bezel Lite,"Faceplate designed for 3U models, enhancing security.",140.00,140.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-3u-bezel-lite,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-EL-0.15M-W,UniFi Etherlighting Patch Cable,"Nano-thin patch cable with 10 GbE support, designed to showcase Etherlighting™ effects.",5.50,5.50,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch-el,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-EL-0.15M-W-24,UniFi Etherlighting Patch Cable,"Nano-thin patch cable with 10 GbE support, designed to showcase Etherlighting™ effects.",115.00,115.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch-el,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-EL-0.3M-W,UniFi Etherlighting Patch Cable,"Nano-thin patch cable with 10 GbE support, designed to showcase Etherlighting™ effects.",6.50,6.50,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch-el,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-EL-12M-W,UniFi Etherlighting Patch Cable,"Nano-thin patch cable with 10 GbE support, designed to showcase Etherlighting™ effects.",30.00,30.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch-el,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-EL-15M-W,UniFi Etherlighting Patch Cable,"Nano-thin patch cable with 10 GbE support, designed to showcase Etherlighting™ effects.",35.00,35.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch-el,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-EL-1M-W,UniFi Etherlighting Patch Cable,"Nano-thin patch cable with 10 GbE support, designed to showcase Etherlighting™ effects.",8.00,8.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch-el,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-EL-2M-W,UniFi Etherlighting Patch Cable,"Nano-thin patch cable with 10 GbE support, designed to showcase Etherlighting™ effects.",9.50,9.50,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch-el,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-EL-3M-W,UniFi Etherlighting Patch Cable,"Nano-thin patch cable with 10 GbE support, designed to showcase Etherlighting™ effects.",12.00,12.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch-el,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-EL-5M-W,UniFi Etherlighting Patch Cable,"Nano-thin patch cable with 10 GbE support, designed to showcase Etherlighting™ effects.",16.00,16.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch-el,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-EL-8M-W,UniFi Etherlighting Patch Cable,"Nano-thin patch cable with 10 GbE support, designed to showcase Etherlighting™ effects.",20.00,20.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch-el,Exact,2026-08-21T06:26:29+00:00
U-Cable-C6-CMP,UniFi Indoor Cable Cat6 CMP,Category 6 Ethernet cable for high-speed deployments located in environments that require plenum-rated cabling.,429.00,429.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/u-cable-c6-cmp,Exact,2026-08-21T06:26:29+00:00
U-Cable-C6-CMR,UniFi Indoor Cable Cat6 CMR,"Category 6 Ethernet cable for high-speed, indoor deployments",255.00,255.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/u-cable-c6-cmr,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-C6A-CMP,UniFi Indoor Cable Cat6A CMP,Category 6A Ethernet cable for high-speed deployments in environments that require plenum-rated cabling.,715.00,715.00,,Accessories,Out of Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-c6a-cmp,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-C6A-CMR,UniFi Indoor Cable Cat6A CMR,"Category 6A Ethernet cable for high-speed, indoor deployments.",400.00,400.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-c6a-cmr,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-C5e-Outdoor-Pro-305M-W,UniFi Outdoor Cable,Outdoor Category 5e cable designed to resist harsh weather damage and electromagnetic interference.,215.00,215.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/unifi-outdoor-cable,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-BK,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",3.60,3.60,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-BK-10,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",32.00,32.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-BK-24,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",70.00,70.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-BK-50,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",140.00,140.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-BL,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",3.60,3.60,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-BL-10,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",32.00,32.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-BL-24,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",70.00,70.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-BL-50,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",140.00,140.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-W,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",3.60,3.60,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-W-10,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",32.00,32.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-W-24,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",70.00,70.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.2M-W-50,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",140.00,140.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-BK,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",4.00,4.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-BK-10,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",37.00,37.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-BK-24,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",79.00,79.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-BK-50,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",150.00,150.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-BL,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",4.00,4.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-BL-10,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",37.00,37.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-BL-24,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",79.00,79.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-BL-50,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",150.00,150.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-W,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",4.00,4.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-W-10,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",37.00,37.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-W-24,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",79.00,79.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-0.4M-W-50,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",150.00,150.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-12M-BK,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",24.00,24.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
UACC-Cable-Patch-12M-BL,UniFi Patch Cable (10 GbE),"Ultra-thin patch cable with up to 10 GbE support and flexible, bendable boots for enhanced installation versatility.",24.00,24.00,,Accessories,In Stock,https://ca.store.ui.com/ca/en/products/uacc-cable-patch,Exact,2026-08-21T06:26:29+00:00
